# List created using the lists from:
# http://www.issn.org/2-22660-LTWA.php
-agoge	-ag
mikolog-	mikol
mikologia	mikol
mikras-	mikras
mikroanalit-	mikroanal
mikroanaliz-	mikroanal
mikroanalizis	mikroanal
mikroanalys-	mikroanal
mikroanalyt-	mikroanal
mikrobial-	mikrob
Mikrobiell	Mikrob
Mikrobiolog-	Mikrobiol
mikrobioloz-	mikrobiol
mikrobiolog-	mikrobiol
mikrobiyolog-	mikrobiyol
mikrobn-	mikrobn
Mikrochem-	Mikrochem
mikrochim-	mikrochim
Mikrochirurg-	Mikrochir
mikrocirkul-	mikrocirk
Mikrocomputer	Mikrocomput
mikrodozimetr-	mikrodozim
Mikroelektroni-	Mikroelektron
mikroelektronik-	mikroelektron
mikroelement-	mikroelem
mikrofilm-	mikrofilm
mikrofotogr-	mikrofotogr
mikrogazdasag	mikrogazd
mikrogeometr-	mikrogeom
mikroglasnik	mikroglas
mikrohim-	mikrohim
mikrohorit-	mikrohor
mikroindex	mikroind
mikrokozmosz	mikrokozm
mikromes-	mikromes
mikrominiaturizacia	mikrominiat
mikromorfolog-	mikromorfol
mikroorganizm-	mikroorg
Mikrookolog-	Mikrookol
Mikroologie	Mikrool
mikropaleontolog-	mikropaleont
mikroplerof-	mikroplerof
mikropocit-	mikropocit
mikroprocesor-	mikroproces
mikroprocesszor	mikroprocessz
mikrosimpoz-	mikrosimp
mikrosistem-	mikrosist
Mikroskop-	Mikrosk
mikrostruktur-	mikrostrukt
mikrosympoz-	mikrosymp
mikroszamitastechnika	mikroszamtech
mikroszamitogep	mikroszamgep
mikroszeizmikus	mikroszeizm
mikroszoftver	mikroszoftv
Mikrotechnik	Mikrotech
mikrotor-	mikrotor
mikroudobren-	mikroudobr
Mikrozirkulat-	Mikrozirk
milanese	milan
Milcherzeugnis	Milcherzeug
Milcherzeugung	Milcherzeug
Milchforschung-	Milchforsch
Milchhygien-	Milchhyg
Milchindustrie	Milchind
Milchpraxis	Milchprax
Milchproduktion	Milchprod
Milchwirtschaft	Milchwirtsch
Milchwirtschaftler	Milchwirtsch
milchwirtschaftlich-	milchwirtsch
Milchwissenschaft-	Milchwiss
Milchzeitung	Milchztg
milen-	milen
Milestone	Milest
milicia	milic
milieubeheer	milieubeh
milieubescherming	milieubescherm
milieuhygiene	milieuhyg
milieukrant	milieukr
milieukritisch-	milieukrit
milieukunde	milieukd
milieunieuws	milieun
milieuplanologie	milieuplanol
milieusprectrum	milieuspectr
milieustatistiek	milieustat
milieutechnologie	milieutechnol
milieuverslag	milieuversl
militair-	mil
militancia	milit
militant	milit
militar-	mil
militar	mil
militarisch-	mil
militr	mil
miljopsykologiska	miljopsykol
miljovardsavdelning-	miljovardsavd
miljfornyelse	miljforny
miljinstitutt	miljinst
miljkonference	miljkonf
miljrapport	miljrapp
miljterapi	miljter
miljvernavdeling	miljvernavd
miljverndepartement	miljverndep
milking	milk
millenni-	millenn
miller	mill
millenaire	millen
millesime	milles
millimeter	millim
millionaire	million
milliyet	milliy
Milltown	Millt
milosrdenstva	milosrd
Miltitzer	Miltitz
mimar-	mimar
mimbar	mimb
mimeograph-	mimeogr
mimoradne	mimor
mimoxilva	mim
minarlk	minar
minart'ulebebi	minart'
minced	minc
Mindener	Minden
mindennap	mindenn
Minderh-	Minderh
minderhed-	minderh
mineir-	min
minelor	min
minen	min
miner	min
mineraal-	miner
mineracao	min
mineral-	miner
mineralog-	mineral
minerario	min
mineria	min
minero	min
minerolog-	minerol
mineworker	minework
mineraux	miner
mingguan	mingg
miniatour-	miniatour
Miniatur	Miniat
miniature	miniat
miniaturist	miniat
miniatuur	miniat
miniatur	miniat
miniaturkonyv	miniatkv
miniaturtextil	miniattext
minicomputer-	minicomput
miniconferen-	miniconf
minier	min
miniere	min
miniera	min
minikatalog	minikat
minikiadvany	minikiadv
minikonyv	minikv
minimalizacia	minim
minimally	minim
minimum	minim
mining	min
miniosemsmerovky	miniosemsmer
miniplant-	miniplant
miniranje	minir
minisistem-	minisist
ministar-	minist
minister-	minist
ministerio	minist
ministr-	minist
minisympos-	minisymp
miniszotar	miniszot
miniszt-	miniszt
miniszterelnok	miniszteln
minisztertanacs	miniszttcs
minjak	minj
Minneapolis	Minneap
minneforedrag	minneforedr
minnesanteckssing	minnesanteck
Minnesinger-	Minnesing
Minnesota	Minn
minno	min
minor-	minor
minsgtudomny	mintud
minoseg	minos
minosegbiztosit-	minbizt
minosegellenorzes	minellen
minosegfejleszt-	minfejleszt
minosegkepz-	mink
minosegugy	minu
minosegvizsgal-	minvizsg
minosit-	minos
minsk-	minsk
minulost	minul
minusinsk-	minusinsk
minusvalia	minusval
minutyun	minut
minuscula	minusc
minyak	miny
mirador	mirad
miranskij	miran
mironovsk-	mironov
mirovin-	mirovin
mirovn-	mirov
mirovoj	mir
miscarriage	miscarr
miscelan-	misc
miscellan-	misc
miscellania	misc
mischen	misch
Mischfutterhersteller	Mischfutterherstell
Mischung	Misch
Mischwerk	Mischw
misdemeanant	misdemean
misericordia	miseric
misijski	misij
misional	mision
misionario	mision
misjologia	misjol
misjonsselskap-	misjonsselsk
misjonstidsskrift	misjonstidsskr
misjontidende	misjontid
mikinink-	mikinink
Miskolciensis	Miskolc
missiezuster-	missiezust
missilistica	missil
missiological	missiol
missiologicus	missiol
Missiologie	Missiol
mission-	mission
Mississippi	Miss
Missouri-	Mo
missziologia	missziol
mistectvo	mistec
mister-	mister
mistik-	mist
Miszellen	Misz
misljenje	mislj
Mitarbeiter	Mitarb
Mitberucksichtigung	Mitberucksicht
Mitbestimmung-	Mitbestimm
Mitburger-	Mitburg
Mitchellville	Mitchellv
miteinander	miteinand
Mitglied	Mitgl
mitigation	mitig
mitjana	mitja
mitmekesisus	mitmekes
mitnicesk-	mitn
mitropol-	mitrop
Mitrovice e Titos	Mitr. Tito
mittaustekniikka	mittaustek
Mitteilung	Mitt
Mittelalter-	Mittelalt
Mittelamerika	Mittelam
mittelamerikanisch-	mittelam
Mittelbaden	Mittelbad
Mittelbetrieb	Mittelbetr
Mitteldeutsch-	Mitteldtsch
Mitteldeutschland	Mitteldtschl
Mitteleurop-	Mitteleur
Mittelfranken	Mittelfrank
mittelfrankisch	mittelfrank
Mittelhessen	Mittelhess
Mittelhochdeutsch	Mittelhochdtsch
mittellateinisch	mittellat
Mittelrhein	Mittelrh
mittelrheinisch	mittelrh
Mittelschule-	Mittelsch
Mittelstandsmagazin	Mittelstandsmag
mittelstandisch-	mittelstand
Mitternachtszeitung	Mitternachtsztg
mittheilungen	mitth
Mittler	Mittl
mix-	mix
mnarodn-	mnar
miosnik	mios
mistn-	mist
mistopis-	mistop
mitosz	mit
mjekesor	mjek
mjerenj-	mjer
mjeritelj-	mjerit
mjesecn-	mjesec
mjest-	mjest
mjesoviti	mjes
mlad-	mlad
mladenovac-	mladenov
mlavsk-	mlav
mladez-	mlad
mleczar-	mlecz
mleevsk-	mleev
mlekar-	mlek
mliecnymi	mliec
mliekom	mliek
mlinar-	mlin
mljekarski	mljek
Mnemolog-	Mnemol
mnemonic-	mnemon
mnemei-	mnem
mnogocasticn-	mnogocast
mnogokomponent-	mnogokompon
mnogoobrazie	mnogoobr
mnogostoronn-	mnogostoron
mnozestv-	mnoz
mobiel	mob
mobile	mob
mobiliario	mobil
mobilier	mobil
Mobilisierung	Mobilisier
Mobilitat	Mobil
mobiliteit	mobil
mobilitet	mobil
mobility	mobil
mobilo	mob
mobiln-	mob
Mocambique	Mocamb
model-	model
modelar-	model
modelbouw	modelb
modeliav-	modeliav
modelisation	model
modelismo	model
modell-	model
Modellbahn	Modellb
Modellbanksystem	Modellbanksyst
modellblatt	modellbl
Modelleisenbahner	Modelleisenb
Modellelektronik	Modellelektron
modellenblad	modellenbl
modellez-	modell
Modellierung-	Modellier
Modellversuch	Modellvers
Modellvorhaben	Modellvorh
Moderation	Moderat
modern-	mod
Modernisierung	Mod
modelisme	model
modifi-	modif
modrick-	modric
modruki	modru
modtag-	modtag
modul-	modul
modyfi-	modyf
moeilijk	moei
mogilevsk-	mogilev
mogilensk-	mogil
Mogilno	Mogil
mokesc-	mokes
mokejim-	mokej
mokmedeba	mokm
moksl-	moksl
mokykl-	mokykl
mokytojas	mokytoj
moldav-	mold
moldov-	mold
molecol-	mol
molecul-	mol
molekul-	mol
molekulaspektroszkopia	molspektroszk
molekulaszerkezetvizsgalat	molszerkvizsg
molekyl-	mol
molennieuws	molenn
molest-	molest
molibden	molibd
moliner-	molin
molinology	molinol
molismologia	molismol
molitor-	molit
Molkerei	Molk
molluscicide	molluscic
Molluskenkund-	Molluskenkd
molocn-	molocn
molodez	molod
molotovsk-	molotov
molybdenium	molybd
monacensis	monacens
monadon	monad
monagricultural	monagric
monakr-	monakr
monarch-	monarch
monarqui-	monarq
monast-	monast
Monat	Mon
monatlich-	mon
Moncton	Monct
mondeling	mondel
mondiaal	mond
mondial-	mond
monet-	monet
money-lender	money-lend
moneymak-	moneymak
monegasque	moneg
monet-	monet
mongol	mong
Mongolei	Mong
mongolia-	mong
Mongolie	Mong
mongolisch	mong
mongolsk-	mong
Monheim	Monh
monial-	monial
monist-	monist
monistesarja	monistesar
moniteur	monit
monitor-	monit
monitoragg	monit
monitorovanie	monit
monitorowania	monit
monkeyshine	monkeysh
Monmouthshire	Monmouths
monoclonal	monoclon
monocristall-	monocrist
monoenergetic-	monoenerg
monograf-	monogr
monograph-	monogr
monografia	monogr
monokristall-	monokrist
monokrystal-	monokryst
monokrysztal-	monokryszt
monolith-	monolith
monologue	monolog
monomah-	monomah
monomolecul-	monomol
mononuclear	mononucl
Mononuklear-	Mononukl
monoparentale	monoparent
monopol-	monop
monosaccharide	monosacch
monotheis-	monoth
Monschauer	Monschau
monspeliens-	monspel
Mont-Rolland	Mt.-Rollan
Mont-Royal	Mt.-R
Mont-Saint-Michel	Mt.-St.-Miche
Mont-Tremblant	Mt.-Tremblan
montagebedrijv-	montagebedr
Montagekombinat	Montagekomb
Montagetechnik	Montagetech
montagn-	mont
Montana	Mont
montanaro	mont
montangeolog-	montangeol
Montangeschichte	Montangesch
montanistica	montan
montanistisch-	montan
Montantechnologie	Montantechnol
montan-	mont
montazn-	montazn
montaz-	montaz
Montbeliard	Montbel
Monte-Carlo	Mt.-Carl
Montenegro	Monten
montering	monter
montern-	montern
Montevideo	Montev
Montelimar	Montel
montgolfiere	montgolf
month-	mon
Montpelier	Montpel
Montpellier	Montp
montpellierain	montpellier
Montreal	Montr
montreal-	montr
Montserrat-	Montserrat
monument-	monum
Monumentum	Monum
Moordrecht	Moordr
Moorforschung-	Moorforsch
moorland	moorl
Moosburg	Moosbg
Mooshausen	Mooshaus
mootori	moot
moottori	moot
morality	moral
moratorium	morat
moravia-	morav
moravick-	morav
moravsk-	morav
moravskoslezsk-	morav.slez
morbid-	morb
morbilidad	morbil
morbosidad	morb
morboso	morb
morbus	morb
mordovsk-	mord
moreplavan-	moreplav
morfofiziolog-	morfofiziol
morfogen-	morfog
morfolog-	morfol
morfopatolog-	morfopatol
morfos-	morf
morfotik-	morfot
Morgantown	Morgant
Morgenblatt	Morgenbl
Morgenland	Morgenl
morgenlandisch	morgenl
mornarick-	mornar
Morocc-	Moroc
moroplov-	moroplov
morozonstoicivost-	morozoustoic
morphogen-	morphog
morpholog-	morphol
morphologia	morphol
Morrinsville	Morrinsv
Morsbroich-	Morsbroich
morski	mor
mortalidad	mortal
mortalitate	mortal
mortalitas	mortal
Mortalitat	Mortal
mortalite	mortal
mortality	mortal
mortgage	mortg
mortu-	mortu
morvandeau	morvan
Mosambik	Mosamb
mosaxleoba	mosaxl
Mosbach	Mosb
moen-	moen
Moscow	Mosc
Moselland	Mosell
Moskauer	Mosk
moskovsk-	mosk
Moskva	Mosk
moslavack-	moslav
moslemisch	moslem
Mosonmagyarovar	Mmovar
mosonszentmikls-	mszentmikl
mosquito	mosq
mosskulturforening-	mosskulturforen
most-	most
Mostar	Most
Moszkva	Moszk
mosn-	mos
moter-	moter
moteur	mot
motherhood	mother
motility	motil
motiv-	motiv
motocicl-	motocicl
motocikl-	motocikl
motocross-	motocr
motoculture	motocult
motocycl-	motocycl
motocykl-	motocykl
motonautica	motonaut
motor-	mot
motorblad	motorbl
motorboat-	motorboat
motorcsonak	motcsonak
motorcyclist	motorcycl
motorcykelmagasin-	motorcykelmag
motorhome	motorh
motormak-	motormak
motornih	motorn
motorway	motorw
motorycznosc	motorycz
motoryz-	motoryz
Motovun-	Motovun
motore	mot
motric-	mot
motrilen-	motril
motriz	mot
motstandnyhet-	motstandnyh
mouch-	mouch
mouladur	moul
mould-	mould
mount	mt
mountain-	mt
mouseion	mous
mouterij	mout
moutonnier	mouton
mouvement	mouv
movement	mov
movemento	mov
mover	mov
movil-	movil
moviliza-	movil
moviment-	mov
movimiento	mov
moving	mov
moxibustao	moxib
Moyen-ge	M.-g
moyenne-	moy
moyus-	moyus
mozambican	mozamb
Mozambique	Mozamb
Mozarteum	Mozart
Mozartforschung	Mozartforsch
mozartien	mozart
mozdul-	mozd
mozgal-	mozg
mozgalomszervez-	mozgszerv
mozgalomtortenet	mozgtort
moziuzem	moziuz
mozcnosd-	mozcnosd
modosit-	mod
modszer	modsz
modszertan	modszt
mogilsar	mogils
moistatus	moistat
Mobeleinzelhandel	Mobeleinzelhand
Mobelfernverkehr	Mobelfernverk
Mobelfertigung	Mobelfert
mobelinstitut-	mobelinst
Mobelschreiner	Mobelschrein
mojlighet-	mojligh
Monchengladbach	Monchengladb
Morfelden-Walldorf	Morf.-Walld
Mrkonj-	Mrkonj
muallim	muall
mucopolysaccharide	mucopolysacch
mucoviscidose	mucoviscid
mucenik	muc
muffl-	muff
mugimen-	mugim
Muiderberg	Muiderb
muistiinpano-	muistiinp
muistutus	muist
muitines	muit
mujor-	muj
mukaddimah	mukad
mukainen	muk
mulher-	mulh
mulhousien	mulhous
mulig-	mulig
Mllheim	Mllh
multicellular	multicell
multicenter-	multicent
multichemi-	multichem
multicritical	multicrit
multicultur-	multicult
multidenta-	multident
multidimension-	multidimens
multidisciplin-	multidiscip
multidiszciplin-	multidiszcip
multielement-	multielem
multiethnic-	multiethn
multietn-	multietn
multifunction-	multifunct
multihandicap-	multihandicap
multihormon-	multihorm
Multikulturalitat	Multikult
multilaboratory	multilab
multilateral	multilater
multilater-	multilater
multilingual	multiling
multilingualism	multiling
multilingue	multiling
multimedia	multimed
multimetalli-	multimet
multimedia	multimed
multimidia	multimid
Multimorbidi-	Multimorb
multinacional	multinac
multinational-	multinatl
multinationaux	multinatx
multinuclear-	multinucl
multiphase	multiph
multipl-	mult
multiprint	multipr
multiprofessional	multiprof
multipurpose	multipurp
multisensor	multisens
multitarget	multitarg
multitasking	multitask
multivariate	multivar
muncit-	muncit
Mundartforschung	Mundartforsch
mundial	mund
munegascu	muneg
municip-	munic
munkacsoport	munkacsop
munkaelemzes	munkaelemz
munkafzet	munkafz
munkahely	munkah
munkamodszer	munkamodsz
munkarendszer	munkarendsz
munkaszervezes	munkaszerv
munkaszerzds	munkaszerzd
munkaugy	munkau
munkavallalas	munkavallal
munkavedel-	munkaved
munkas	munk
munkaskonyvtar	munkkvt
munkasmozgal-	munkmozg
munkasor	munkor
munkassag	munkass
munkastanacs	munktcs
munkasvedel-	munkved
muntanya	munt
muntencatalog-	muntencat
muokkau-	muokk
muoto-	muot
muoviyhdistys	muoviyhd
muratorian	murator
murcian-	murc
murder-	murd
murgabsk-	murgab
murmansk-	murm
Muroblutes	Murobl
muromsk-	murom
Murska Sobota	Murs. Sobot
murskausasema	murskausas
murter-	murter
muscola-	muscol
musculaire	muscul
musculoskeletal	musculoskelet
musea	mus
museen	mus
museo	mus
museolog-	museol
museologo	museol
musette	muset
museu	mus
Museum	Mus
museo	mus
musee	mus
music-	music
musicolog-	musicol
musicoterapeutica	musicoter
musicoterapia	musicoter
musiikkiopisto	musiikkiop
musiikkitie-	musiikkit
musik-	musik
Musikarchiv	Musikarch
Musikasthetik	Musikasthet
Musikbibliograph-	Musikbibliogr
Musikbibliothek	Musikbibl
musikdramatik	musikdram
Musikelektronik	Musikelektron
musikerblad	musikerbl
Musikermemoir-	Musikermem
Musikerzieher	Musikerzieh
Musikerziehung	Musikerzieh
Musikforschung	Musikforsch
Musikgeschichte	Musikgesch
Musikgesellschaft	Musikges
Musikhandel	Musikhand
Musikinstrument	Musikinstrum
musikkanmeldertidsskrift	musikkanmeldertidsskr
musikkgranskning	musikkgransk
musikkinformasjon	musikkinf
musikkpedagogisk	musikkpedagog
musikksamling	musikksaml
musikkterapi	musikkter
musikktidskrift	musikktidskr
musikkvitenskap	musikkvitensk
Musiklehrer	Musiklehr
musikmuseum	musikmus
Musiknachricht-	Musiknachr
musikolog-	musikol
Musikorganologie	Musikorganol
Musikpadagogik	Musikpadag
Musikpflege	Musikpfl
Musikpsychologie	Musikpsychol
Musikreflexion	Musikreflex
Musikschaffen-	Musikschaff
Musikschrift	Musikschr
Musikschule	Musiksch
Musiktherapeutisch-	Musikther
Musiktontrager	Musiktontrag
musikvetenskap-	musikvetensk
Musikwissenschaft	Musikwiss
Musikzeitschrift	Musikz
Musikzeitung	Musikztg
musiz-	musiz
musizieren	musiz
Muskelkrankheit-	Muskelkrankh
musliman-	muslim
mustelid	mustel
Musteranlage	Musteranl
Musterblatt	Musterbl
Mustererkennung	Mustererkenn
Musterungs	Muster
Mustervertrag	Mustervertr
Mustervorlage	Mustervorl
Mustervorschrift-	Mustervorschr
mutacion-	mutac
mutagen-	mutagen
mutamento	mutam
mutatie	mutat
mutation-	mutat
muthike-	muth
muthistor-	muthist
Mutilene	Mutil
Mutterschaft	Muttersch
Muttersprache	Mutterspr
mutuali-	mutual
mutuelle	mut
muurkrant	muurkr
muuseum-	muus
muusikakogu	muusikak
muut-	muut
muutt-	muutt
muzeal-	muz
muzej	muz
muzejski	muz
muzeografie	muzeogr
muzeologie	muzeol
muzeolog-	muzeol
muzeu	muz
muzeum	muz
muzical	muzic
muzicologie	muzicol
muzick-	muzic
muziej-	muz
muziejinink-	muziejin
muziekacademie	muziekacad
muziekgeschiedenis	muziekgeschied
muziekinstrument-	muziekinstrum
muziekkrant	muziekkr
muziektherapie	muziekther
muzikalije	muzik
muzikant	muzik
muzikolog-	muzikol
muzikoznanie	muzikozn
muzium	muz
muzumanski	muzum
muzyczny	muzycz
muzykalnyj	muzyk
muzykoved-	muzykoved
muzea	muz
muzeum	muz
muzeumbarat	muzbar
muzeumbaratkor	muzbarkor
muzeumegyesulet	muzegyes
muzeumfalu	muzfalu
mudurluk	mudur
muhendislik	muhendis
Muhlenwesen-	Muhlenwes
Muhlenwirtschaft	Muhlenwirtsch
Muhlheim	Muhlh
Mulheim	Mulh
mulkiyet	mulk
Mullerei	Muller
Mullforschung-	Mullforsch
Mulltechni-	Mulltech
munasebet	munaseb
Munchen	Munch
Munchener	Munch
Munchingen	Munching
Munchner	Munch
Munchwieser	Munchwies
Munsingen	Munsing
Munster	Munst
munster-	munst
Munsterland	Munsterl
Munzautomat	Munzautom
Munzenberg	Munzenb
Munzensammler	Munzensamml
Munzforschung	Munzforsch
Munzkatalog	Munzkat
Munzkunde	Munzkd
Munzpreis	Munzpr
Munzzeitung	Munzztg
muanyag	mua
muanyagipar	muaip
mubarat	mubar
muegyetem	muegy
muelemzes	muelemz
muemlek	mueml
muemlekjegyzek	muemlj
muemlekvedelem	muemlved
muertelmezes	muertelm
mufordit-	muford
muhely	muh
muhelyfuzet	muhfuz
muhelykonyv	muhkv
muhelymunka	muhmunka
muhelysorozat	muhsor
muhelytanulmany	muhtanulm
mukeresked-	muker
mukod-	muk
mukodestan	mukt
muszak	musz
muszeripar	muszerip
muszertechnika	muszertech
muszerugy	muszeru
muvelodes	muvel
muvelodeselmelet	muvelelm
muvelodeskutat-	muvelkut
muvelodespolitika	muvelpolit
muvelodestortenet	muveltort
muvelodestudomany	muveltud
muvelodesugy	muvelu
muveltseg	muvelt
muvezeto	muvez
muvesz-	muv
muveszet	muv
muveszetbarat	muvbar
muveszetoktatas	muvokt
muveszettortenet	muvtort
muveszvilag	muvvilag
mycenaean	mycen
mycobacteria	mycobact
mycobacterial	mycobact
mycolog-	mycol
mycopatholog-	mycopathol
mycoplasmal	mycoplasm
mycoplasmolog-	mycoplasmol
myiznarodn-	myiznar
myizvyidomc-	myizvyid
mykenisch	myken
mykolog-	mykol
myndighet	myndigh
myocardial	myocard
myocardiolog-	myocardiol
myocardium	myocard
myochemistry	myochem
myograph-	myogr
myolog-	myol
myonnettavat	myon
myriadopolog-	myriadopol
myriapod	myriap
Myrmecol-	Myrmecol
myrselskap-	myrselsk
mysliv-	mysliv
myster-	myster
myth-	myth
mythologie	mythol
myxobacteria-	myxobact
myxomycet-	myxomyc
myymala-	myym
mzdov-	mzdov
mrke	mrk
mbeldesigner	mbeldes
mbelindustri	mbelind
mdrehjlp	mdrehj
mnstertidende	mnstertid
mreforsking	mreforsk
modych	mod
modz-	modz
mynar-	myn
mynsk-	myn
naaimachine	naaimach
naamkunde	naamkd
naamlijsten	naaml
Nabburg	Nabbg
nabidka	nabid
nabludatel	nablud
nabludeni-	nabl
Nachbargebiet-	Nachbargeb
Nachbarschaft	Nachbarsch
Nachbarsprache	Nachbarspr
Nachdruck	Nachdr
Nachfrage	Nachfr
nachhaltig-	nachhalt
Nachkonziliar	Nachkonzil
Nachkriegsgeschichte	Nachkriegsgesch
Nachricht	Nachr
nachschlagen	nachschlag
nachtfluglarmproblema-	nachtfluglarmprobl
Nachweis	Nachw
Nachwuchswissenschaft-	Nachwuchswiss
nacia	nac
nacimiento	nacim
nacion-	nac
Naciones Unidas	N. U
naczeln-	nacz
nadbiskup-	nadbiskup
nadeznost	nadezn
nadgoplanski	nadgopl
nadmolekul-	nadmol
nadmorsk-	nadmor
nadnoteck-	nadnot
nadskofij-	nadskof
nadwislansk-	nadwisl
nadzor	nadz
Nafarr-	Nafarr
naft-	naft
naftogazonosnost-	naftogazonosn
nagasakiens-	nagasaki
nagebob-	nagebob
nagradni-	nagrad
nagyallattenyesztes	nagyallatteny
nagygyules	nagygyul
Nagykanizsa	Nkan.
nagykvetsg	nagykvets
nagykozseg	nagykozs
nagylexikon	nagylex
nagynyomas-	nagynyom
Nagyteteny	Nteteny
nagyutikonyv	nagyutikv
nagyuzem	nagyuz
nagyvaros	nagyv
nahod-	nahod
Nahrung	Nahr
Nahverkehr	Nahverk
naishammaslaakarit	naishammaslaak
naissance	naiss
naivn-	naiv
naixement	naixem
najboljsi	najbol
najniz	nniz
najnow-	najnow
najswietszy	najsw
najvis-	najvis
najvyssieho	najvys
najwyzszy	najwyz
nakicevan-	nakic
nakladatel-	nakl
nalek-	nalek
nalogoobloz-	nalogoobloz
nalogov-	nalog
nalozb-	naloz
Namangan-	Namangan
Namdalsmuseet	Namdalsmus
Namenforschung	Namenforsch
Namenkunde	Namenkd
Namenteil	Namentl
nameplate	namepl
Namibi-	Namib
namin-	namin
namjesten-	namjest
namnegransking	namnegransk
namnregister	namnregist
namurcens-	namur
namurois	namur
nanesen-	nanes
nanoelectroni-	nanoelectron
nanoengineer-	nanoeng
